,品类,日期,数量
13784,经典平底靴,2015-10-22,3.0
13785,经典平底靴,2015-10-23,6.0
13786,经典平底靴,2015-10-24,11.0
13787,经典平底靴,2015-10-25,3.0
13788,经典平底靴,2015-10-26,2.0
13789,经典平底靴,2015-10-27,2.0
13790,经典平底靴,2015-10-28,4.0
13791,经典平底靴,2015-10-29,3.0
13792,经典平底靴,2015-10-30,7.0
13793,经典平底靴,2015-10-31,5.0
13794,经典平底靴,2015-11-01,9.0
13795,经典平底靴,2015-11-02,5.0
13796,经典平底靴,2015-11-03,7.0
13797,经典平底靴,2015-11-04,5.0
13798,经典平底靴,2015-11-05,14.0
13799,经典平底靴,2015-11-06,2.0
13800,经典平底靴,2015-11-07,5.0
13801,经典平底靴,2015-11-08,8.0
13802,经典平底靴,2015-11-09,3.0
13803,经典平底靴,2015-11-10,3.0
13804,经典平底靴,2015-11-11,2.0
13805,经典平底靴,2015-11-12,4.0
13806,经典平底靴,2015-11-13,2.0
13807,经典平底靴,2015-11-14,5.0
13808,经典平底靴,2015-11-15,5.0
13809,经典平底靴,2015-11-16,2.0
13810,经典平底靴,2015-11-17,4.0
13811,经典平底靴,2015-11-18,1.0
13812,经典平底靴,2015-11-19,6.0
13813,经典平底靴,2015-11-20,1.0
13814,经典平底靴,2015-11-21,4.0
13815,经典平底靴,2015-11-24,3.0
13816,经典平底靴,2015-11-25,2.0
13817,经典平底靴,2015-11-26,3.0
13818,经典平底靴,2015-11-27,10.0
13819,经典平底靴,2015-11-28,6.0
13820,经典平底靴,2015-11-29,13.0
13821,经典平底靴,2015-11-30,4.0
13822,经典平底靴,2015-12-01,6.0
13823,经典平底靴,2015-12-02,4.0
13824,经典平底靴,2015-12-03,5.0
13825,经典平底靴,2015-12-04,7.0
13826,经典平底靴,2015-12-05,12.0
13827,经典平底靴,2015-12-06,17.0
13828,经典平底靴,2015-12-07,8.0
13829,经典平底靴,2015-12-08,5.0
13830,经典平底靴,2015-12-09,9.0
13831,经典平底靴,2015-12-10,10.0
13832,经典平底靴,2015-12-11,13.0
13833,经典平底靴,2015-12-12,25.0
13834,经典平底靴,2015-12-13,18.0
13835,经典平底靴,2015-12-14,6.0
13836,经典平底靴,2015-12-15,10.0
13837,经典平底靴,2015-12-16,33.0
13838,经典平底靴,2015-12-17,29.0
13839,经典平底靴,2015-12-18,21.0
13840,经典平底靴,2015-12-19,39.0
13841,经典平底靴,2015-12-20,27.0
13842,经典平底靴,2015-12-21,13.0
13843,经典平底靴,2015-12-22,26.0
13844,经典平底靴,2015-12-23,9.0
13845,经典平底靴,2015-12-24,17.0
13846,经典平底靴,2015-12-25,27.0
13847,经典平底靴,2015-12-26,34.0
13848,经典平底靴,2015-12-27,37.0
13849,经典平底靴,2015-12-28,24.0
13850,经典平底靴,2015-12-29,12.0
13851,经典平底靴,2015-12-30,28.0
13852,经典平底靴,2015-12-31,18.0
13853,舒软乐福鞋,2015-01-31,2.0
13854,舒软乐福鞋,2015-02-04,1.0
13855,舒软乐福鞋,2015-02-11,1.0
13856,舒软乐福鞋,2015-02-13,4.0
13857,舒软乐福鞋,2015-02-14,1.0
13858,舒软乐福鞋,2015-02-15,2.0
13859,舒软乐福鞋,2015-02-16,2.0
13860,舒软乐福鞋,2015-02-17,1.0
13861,舒软乐福鞋,2015-02-22,4.0
13862,舒软乐福鞋,2015-02-23,4.0
13863,舒软乐福鞋,2015-02-24,3.0
13864,舒软乐福鞋,2015-02-25,1.0
13865,舒软乐福鞋,2015-02-26,3.0
13866,舒软乐福鞋,2015-02-28,2.0
13867,舒软乐福鞋,2015-03-01,1.0
13868,舒软乐福鞋,2015-03-02,0.0
13869,舒软乐福鞋,2015-03-03,2.0
13870,舒软乐福鞋,2015-03-04,0.0
13871,舒软乐福鞋,2015-03-05,1.0
13872,舒软乐福鞋,2015-03-06,3.0
13873,舒软乐福鞋,2015-03-07,3.0
13874,舒软乐福鞋,2015-03-08,1.0
13875,舒软乐福鞋,2015-03-09,1.0
13876,舒软乐福鞋,2015-03-10,1.0
13877,舒软乐福鞋,2015-03-12,2.0
13878,舒软乐福鞋,2015-03-13,1.0
13879,舒软乐福鞋,2015-03-14,5.0
13880,舒软乐福鞋,2015-03-15,5.0
13881,舒软乐福鞋,2015-03-16,5.0
13882,舒软乐福鞋,2015-03-17,1.0
13883,舒软乐福鞋,2015-03-18,5.0
13884,舒软乐福鞋,2015-03-19,4.0
13885,舒软乐福鞋,2015-03-20,9.0
13886,舒软乐福鞋,2015-03-21,8.0
13887,舒软乐福鞋,2015-03-22,12.0
13888,舒软乐福鞋,2015-03-23,2.0
13889,舒软乐福鞋,2015-03-24,6.0
13890,舒软乐福鞋,2015-03-25,3.0
13891,舒软乐福鞋,2015-03-26,2.0
13892,舒软乐福鞋,2015-03-27,3.0
13893,舒软乐福鞋,2015-03-28,7.0
13894,舒软乐福鞋,2015-03-29,9.0
13895,舒软乐福鞋,2015-03-30,9.0
13896,舒软乐福鞋,2015-03-31,6.0
13897,舒软乐福鞋,2015-04-01,8.0
13898,舒软乐福鞋,2015-04-02,8.0
13899,舒软乐福鞋,2015-04-03,8.0
13900,舒软乐福鞋,2015-04-04,10.0
13901,舒软乐福鞋,2015-04-05,8.0
13902,舒软乐福鞋,2015-04-06,5.0
13903,舒软乐福鞋,2015-04-07,1.0
13904,舒软乐福鞋,2015-04-08,3.0
13905,舒软乐福鞋,2015-04-09,3.0
13906,舒软乐福鞋,2015-04-10,5.0
13907,舒软乐福鞋,2015-04-11,7.0
13908,舒软乐福鞋,2015-04-12,10.0
13909,舒软乐福鞋,2015-04-13,3.0
13910,舒软乐福鞋,2015-04-14,11.0
13911,舒软乐福鞋,2015-04-15,5.0
13912,舒软乐福鞋,2015-04-16,4.0
13913,舒软乐福鞋,2015-04-17,10.0
13914,舒软乐福鞋,2015-04-18,6.0
13915,舒软乐福鞋,2015-04-19,6.0
13916,舒软乐福鞋,2015-04-20,4.0
13917,舒软乐福鞋,2015-04-21,5.0
13918,舒软乐福鞋,2015-04-22,1.0
13919,舒软乐福鞋,2015-04-23,4.0
13920,舒软乐福鞋,2015-04-24,8.0
13921,舒软乐福鞋,2015-04-25,2.0
13922,舒软乐福鞋,2015-04-26,4.0
13923,舒软乐福鞋,2015-04-27,4.0
13924,舒软乐福鞋,2015-04-28,4.0
13925,舒软乐福鞋,2015-04-29,4.0
13926,舒软乐福鞋,2015-04-30,5.0
13927,舒软乐福鞋,2015-05-01,5.0
13928,舒软乐福鞋,2015-05-02,7.0
13929,舒软乐福鞋,2015-05-03,5.0
13930,舒软乐福鞋,2015-05-04,4.0
13931,舒软乐福鞋,2015-05-05,2.0
13932,舒软乐福鞋,2015-05-06,1.0
13933,舒软乐福鞋,2015-05-07,3.0
13934,舒软乐福鞋,2015-05-08,1.0
13935,舒软乐福鞋,2015-05-09,4.0
13936,舒软乐福鞋,2015-05-10,3.0
13937,舒软乐福鞋,2015-05-11,2.0
13938,舒软乐福鞋,2015-05-12,2.0
13939,舒软乐福鞋,2015-05-13,3.0
13940,舒软乐福鞋,2015-05-15,2.0
13941,舒软乐福鞋,2015-05-17,1.0
13942,舒软乐福鞋,2015-05-20,3.0
13943,舒软乐福鞋,2015-05-23,4.0
13944,舒软乐福鞋,2015-05-24,2.0
13945,舒软乐福鞋,2015-05-28,-1.0
13946,舒软乐福鞋,2015-05-30,-1.0
13947,舒软乐福鞋,2015-05-31,1.0
13948,舒软乐福鞋,2015-06-02,1.0
13949,舒软乐福鞋,2015-06-04,1.0
13950,舒软乐福鞋,2015-06-06,2.0
13951,舒软乐福鞋,2015-06-07,3.0
13952,舒软乐福鞋,2015-06-09,2.0
13953,舒软乐福鞋,2015-06-10,2.0
13954,舒软乐福鞋,2015-06-11,1.0
13955,舒软乐福鞋,2015-06-12,3.0
13956,舒软乐福鞋,2015-06-13,7.0
13957,舒软乐福鞋,2015-06-14,4.0
13958,舒软乐福鞋,2015-06-15,2.0
13959,舒软乐福鞋,2015-06-16,5.0
13960,舒软乐福鞋,2015-06-17,3.0
13961,舒软乐福鞋,2015-06-18,1.0
13962,舒软乐福鞋,2015-06-19,3.0
13963,舒软乐福鞋,2015-06-20,4.0
13964,舒软乐福鞋,2015-06-21,5.0
13965,舒软乐福鞋,2015-06-22,1.0
13966,舒软乐福鞋,2015-06-23,1.0
13967,舒软乐福鞋,2015-06-24,1.0
13968,舒软乐福鞋,2015-06-25,2.0
13969,舒软乐福鞋,2015-06-26,1.0
13970,舒软乐福鞋,2015-06-27,4.0
13971,舒软乐福鞋,2015-06-28,7.0
13972,舒软乐福鞋,2015-06-29,1.0
13973,舒软乐福鞋,2015-07-01,2.0
13974,舒软乐福鞋,2015-07-02,3.0
13975,舒软乐福鞋,2015-07-03,2.0
13976,舒软乐福鞋,2015-07-04,4.0
13977,舒软乐福鞋,2015-07-05,3.0
13978,舒软乐福鞋,2015-07-06,2.0
13979,舒软乐福鞋,2015-07-07,2.0
13980,舒软乐福鞋,2015-07-08,4.0
13981,舒软乐福鞋,2015-07-09,4.0
13982,舒软乐福鞋,2015-07-11,4.0
13983,舒软乐福鞋,2015-07-12,6.0
13984,舒软乐福鞋,2015-07-13,3.0
13985,舒软乐福鞋,2015-07-14,2.0
13986,舒软乐福鞋,2015-07-16,2.0
13987,舒软乐福鞋,2015-07-17,3.0
13988,舒软乐福鞋,2015-07-18,5.0
13989,舒软乐福鞋,2015-07-19,5.0
13990,舒软乐福鞋,2015-07-20,2.0
13991,舒软乐福鞋,2015-07-21,3.0
13992,舒软乐福鞋,2015-07-22,3.0
13993,舒软乐福鞋,2015-07-23,1.0
13994,舒软乐福鞋,2015-07-24,2.0
13995,舒软乐福鞋,2015-07-25,7.0
13996,舒软乐福鞋,2015-07-26,4.0
13997,舒软乐福鞋,2015-07-27,4.0
13998,舒软乐福鞋,2015-07-28,2.0
13999,舒软乐福鞋,2015-07-29,2.0
14000,舒软乐福鞋,2015-07-30,2.0
14001,舒软乐福鞋,2015-07-31,5.0
14002,舒软乐福鞋,2015-08-01,6.0
14003,舒软乐福鞋,2015-08-02,6.0
14004,舒软乐福鞋,2015-08-03,4.0
14005,舒软乐福鞋,2015-08-04,2.0
14006,舒软乐福鞋,2015-08-05,1.0
14007,舒软乐福鞋,2015-08-06,6.0
14008,舒软乐福鞋,2015-08-07,8.0
14009,舒软乐福鞋,2015-08-08,3.0
14010,舒软乐福鞋,2015-08-09,6.0
14011,舒软乐福鞋,2015-08-10,1.0
14012,舒软乐福鞋,2015-08-11,6.0
14013,舒软乐福鞋,2015-08-12,9.0
14014,舒软乐福鞋,2015-08-13,13.0
14015,舒软乐福鞋,2015-08-14,8.0
14016,舒软乐福鞋,2015-08-15,10.0
14017,舒软乐福鞋,2015-08-16,14.0
14018,舒软乐福鞋,2015-08-17,9.0
14019,舒软乐福鞋,2015-08-18,8.0
14020,舒软乐福鞋,2015-08-19,18.0
14021,舒软乐福鞋,2015-08-20,20.0
14022,舒软乐福鞋,2015-08-21,11.0
14023,舒软乐福鞋,2015-08-22,14.0
14024,舒软乐福鞋,2015-08-23,18.0
14025,舒软乐福鞋,2015-08-24,12.0
14026,舒软乐福鞋,2015-08-25,6.0
14027,舒软乐福鞋,2015-08-26,9.0
14028,舒软乐福鞋,2015-08-27,13.0
14029,舒软乐福鞋,2015-08-28,13.0
14030,舒软乐福鞋,2015-08-29,12.0
14031,舒软乐福鞋,2015-08-30,23.0
14032,舒软乐福鞋,2015-08-31,24.0
14033,舒软乐福鞋,2015-09-01,6.0
14034,舒软乐福鞋,2015-09-02,10.0
14035,舒软乐福鞋,2015-09-03,26.0
14036,舒软乐福鞋,2015-09-04,14.0
14037,舒软乐福鞋,2015-09-05,11.0
14038,舒软乐福鞋,2015-09-06,9.0
14039,舒软乐福鞋,2015-09-07,8.0
14040,舒软乐福鞋,2015-09-08,6.0
14041,舒软乐福鞋,2015-09-09,7.0
14042,舒软乐福鞋,2015-09-10,9.0
14043,舒软乐福鞋,2015-09-11,10.0
14044,舒软乐福鞋,2015-09-12,13.0
14045,舒软乐福鞋,2015-09-13,22.0
14046,舒软乐福鞋,2015-09-14,9.0
14047,舒软乐福鞋,2015-09-15,14.0
14048,舒软乐福鞋,2015-09-16,6.0
14049,舒软乐福鞋,2015-09-17,13.0
14050,舒软乐福鞋,2015-09-18,11.0
14051,舒软乐福鞋,2015-09-19,36.0
14052,舒软乐福鞋,2015-09-20,31.0
14053,舒软乐福鞋,2015-09-21,13.0
14054,舒软乐福鞋,2015-09-22,16.0
14055,舒软乐福鞋,2015-09-23,19.0
14056,舒软乐福鞋,2015-09-24,18.0
14057,舒软乐福鞋,2015-09-25,14.0
14058,舒软乐福鞋,2015-09-26,33.0
14059,舒软乐福鞋,2015-09-27,50.0
14060,舒软乐福鞋,2015-09-28,14.0
14061,舒软乐福鞋,2015-09-29,7.0
14062,舒软乐福鞋,2015-09-30,25.0
14063,舒软乐福鞋,2015-10-01,37.0
14064,舒软乐福鞋,2015-10-02,34.0
14065,舒软乐福鞋,2015-10-03,25.0
14066,舒软乐福鞋,2015-10-04,24.0
14067,舒软乐福鞋,2015-10-05,24.0
14068,舒软乐福鞋,2015-10-06,30.0
14069,舒软乐福鞋,2015-10-07,23.0
14070,舒软乐福鞋,2015-10-08,11.0
14071,舒软乐福鞋,2015-10-09,17.0
14072,舒软乐福鞋,2015-10-10,22.0
14073,舒软乐福鞋,2015-10-11,53.0
14074,舒软乐福鞋,2015-10-12,18.0
14075,舒软乐福鞋,2015-10-13,14.0
14076,舒软乐福鞋,2015-10-14,17.0
14077,舒软乐福鞋,2015-10-15,12.0
14078,舒软乐福鞋,2015-10-16,31.0
14079,舒软乐福鞋,2015-10-17,33.0
14080,舒软乐福鞋,2015-10-18,34.0
14081,舒软乐福鞋,2015-10-19,11.0
14082,舒软乐福鞋,2015-10-20,13.0
14083,舒软乐福鞋,2015-10-21,12.0
14084,舒软乐福鞋,2015-10-22,18.0
14085,舒软乐福鞋,2015-10-23,14.0
14086,舒软乐福鞋,2015-10-24,48.0
14087,舒软乐福鞋,2015-10-25,28.0
14088,舒软乐福鞋,2015-10-26,16.0
14089,舒软乐福鞋,2015-10-27,18.0
14090,舒软乐福鞋,2015-10-28,10.0
14091,舒软乐福鞋,2015-10-29,9.0
14092,舒软乐福鞋,2015-10-30,15.0
14093,舒软乐福鞋,2015-10-31,42.0
14094,舒软乐福鞋,2015-11-01,32.0
14095,舒软乐福鞋,2015-11-02,15.0
14096,舒软乐福鞋,2015-11-03,13.0
14097,舒软乐福鞋,2015-11-04,15.0
14098,舒软乐福鞋,2015-11-05,14.0
14099,舒软乐福鞋,2015-11-06,15.0
14100,舒软乐福鞋,2015-11-07,17.0
14101,舒软乐福鞋,2015-11-08,24.0
14102,舒软乐福鞋,2015-11-09,10.0
14103,舒软乐福鞋,2015-11-10,13.0
14104,舒软乐福鞋,2015-11-11,16.0
14105,舒软乐福鞋,2015-11-12,12.0
14106,舒软乐福鞋,2015-11-13,15.0
14107,舒软乐福鞋,2015-11-14,15.0
14108,舒软乐福鞋,2015-11-15,23.0
14109,舒软乐福鞋,2015-11-16,17.0
14110,舒软乐福鞋,2015-11-17,13.0
14111,舒软乐福鞋,2015-11-18,16.0
14112,舒软乐福鞋,2015-11-19,15.0
14113,舒软乐福鞋,2015-11-20,12.0
14114,舒软乐福鞋,2015-11-21,26.0
14115,舒软乐福鞋,2015-11-22,31.0
14116,舒软乐福鞋,2015-11-23,18.0
14117,舒软乐福鞋,2015-11-24,9.0
14118,舒软乐福鞋,2015-11-25,9.0
14119,舒软乐福鞋,2015-11-26,16.0
14120,舒软乐福鞋,2015-11-27,5.0
14121,舒软乐福鞋,2015-11-28,9.0
14122,舒软乐福鞋,2015-11-29,16.0
14123,舒软乐福鞋,2015-11-30,6.0
14124,舒软乐福鞋,2015-12-01,4.0
14125,舒软乐福鞋,2015-12-02,4.0
14126,舒软乐福鞋,2015-12-03,10.0
14127,舒软乐福鞋,2015-12-04,0.0
14128,舒软乐福鞋,2015-12-05,2.0
14129,舒软乐福鞋,2015-12-06,5.0
14130,舒软乐福鞋,2015-12-08,4.0
14131,舒软乐福鞋,2015-12-09,1.0
14132,舒软乐福鞋,2015-12-10,1.0
14133,舒软乐福鞋,2015-12-11,2.0
14134,舒软乐福鞋,2015-12-12,2.0
14135,舒软乐福鞋,2015-12-13,5.0
14136,舒软乐福鞋,2015-12-14,4.0
14137,舒软乐福鞋,2015-12-15,3.0
14138,舒软乐福鞋,2015-12-16,1.0
14139,舒软乐福鞋,2015-12-17,2.0
14140,舒软乐福鞋,2015-12-18,1.0
14141,舒软乐福鞋,2015-12-19,6.0
14142,舒软乐福鞋,2015-12-20,2.0
14143,舒软乐福鞋,2015-12-21,2.0
14144,舒软乐福鞋,2015-12-22,1.0
14145,舒软乐福鞋,2015-12-23,4.0
14146,舒软乐福鞋,2015-12-24,3.0
14147,舒软乐福鞋,2015-12-25,1.0
14148,舒软乐福鞋,2015-12-26,7.0
14149,舒软乐福鞋,2015-12-27,2.0
14150,舒软乐福鞋,2015-12-28,0.0
14151,舒软乐福鞋,2015-12-29,3.0
14152,舒软乐福鞋,2015-12-30,1.0
14153,舒软乐福鞋,2015-12-31,3.0
14154,舒软松糕鞋,2015-02-25,1.0
14155,舒软松糕鞋,2015-03-28,6.0
14156,舒软松糕鞋,2015-03-29,2.0
14157,舒软松糕鞋,2015-03-30,2.0
14158,舒软松糕鞋,2015-03-31,3.0
14159,舒软松糕鞋,2015-04-01,6.0
14160,舒软松糕鞋,2015-04-02,3.0
14161,舒软松糕鞋,2015-04-03,5.0
14162,舒软松糕鞋,2015-04-04,16.0
14163,舒软松糕鞋,2015-04-05,18.0
14164,舒软松糕鞋,2015-04-06,8.0
14165,舒软松糕鞋,2015-04-08,2.0
14166,舒软松糕鞋,2015-04-09,3.0
14167,舒软松糕鞋,2015-04-10,3.0
14168,舒软松糕鞋,2015-04-11,6.0
14169,舒软松糕鞋,2015-04-12,6.0
14170,舒软松糕鞋,2015-04-13,6.0
14171,舒软松糕鞋,2015-04-14,4.0
14172,舒软松糕鞋,2015-04-15,4.0
14173,舒软松糕鞋,2015-04-16,8.0
14174,舒软松糕鞋,2015-04-17,6.0
